date,block,street,trap,lat,lon,num_mos,wnv,week,s_err,s_pip,s_p/r,s_res,s_sal,s_tar,s_ter
2009-07-06,0.0443037974684,0.0333333333333,0.0192307692308,41.822536,-87.666343,6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-08-12,0.0943396226415,0.0512820512821,0.037037037037,41.778748,-87.586427,2,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-06-14,0.08,0.105263157895,0.105263157895,41.98728,-87.666066,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-07-29,0.0302114803625,0.012987012987,0.012987012987,41.896282,-87.655232,1,0,0.0267131242741,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-08-26,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,7,0,0.121359223301,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-08-01,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,18,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-09-19,0.0776699029126,0.056338028169,0.056338028169,41.728495,-87.600963,8,0,0.0290322580645,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-09-19,0.0592885375494,0.047619047619,0.047619047619,41.778297,-87.752411,21,0,0.0290322580645,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-09-02,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,6,0,0.112266112266,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-07-19,0.0625,0.0761904761905,0.0761904761905,41.659112,-87.538693,50,0,0.0334728033473,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-07-15,0.0294117647059,0.00840336134454,0.00840336134454,41.678618,-87.559308,1,0,0.0083932853717,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2007-08-24,0.0561797752809,0.0561797752809,0.0561797752809,41.906638,-87.701431,8,0,0.121359223301,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-22,0.06683640993,0.0512820512821,0.0526315789474,41.726465,-87.585413,4,0,0.15889212828,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-09-05,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,50,0,0.112266112266,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-06-26,0.0302114803625,0.0194174757282,0.0194174757282,41.868142,-87.696269,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011-07-15,0.0571428571429,0.051724137931,0.0571428571429,41.77166,-87.703047,1,0,0.0083932853717,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-08-01,0.08,0.062893081761,0.0731707317073,41.984809,-87.728492,1,0,0.0444258172674,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-25,0.0776699029126,0.056338028169,0.056338028169,41.728495,-87.600963,30,0,0.0267131242741,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-09-14,0.0631808278867,0.0448717948718,0.0408163265306,41.921965,-87.632085,2,0,0.0759493670886,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-09-17,0.0592592592593,0.0487804878049,0.0487804878049,41.662014,-87.724608,3,0,0.0290322580645,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-17,0.0631808278867,0.0448717948718,0.0408163265306,41.921965,-87.632085,4,0,0.0334728033473,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-09-12,0.0388349514563,0.0,0.0,41.960616,-87.777189,8,0,0.0759493670886,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-08,0.0290909090909,0.062893081761,0.0519480519481,41.911824,-87.726737,1,0,0.10788863109,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-08-01,0.0539215686275,0.0736842105263,0.0736842105263,41.923738,-87.785288,42,1,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-09-30,0.0459770114943,0.0459770114943,0.0459770114943,41.963976,-87.69181,1,0,0.0166270783848,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-08-22,0.0592885375494,0.0681818181818,0.0681818181818,41.798697,-87.736812,2,0,0.15889212828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-21,0.0,0.0,0.0,41.979243,-87.750938,5,0,0.15889212828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-09-25,0.0631808278867,0.0448717948718,0.0408163265306,41.921965,-87.632085,1,0,0.0166270783848,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-08-15,0.0592885375494,0.0681818181818,0.0681818181818,41.798697,-87.736812,11,0,0.10788863109,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-29,0.0535714285714,0.036231884058,0.036231884058,41.801498,-87.763416,9,1,0.121359223301,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-16,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,10,0,0.15889212828,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-31,0.100917431193,0.10752688172,0.10752688172,41.743402,-87.731435,50,1,0.0267131242741,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-09-18,0.0526315789474,0.0359712230216,0.0359712230216,41.916265,-87.800515,20,0,0.0290322580645,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-08-25,0.0103626943005,0.0,0.0,41.891118,-87.654491,1,0,0.121359223301,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2007-06-29,0.0302114803625,0.0333333333333,0.0441176470588,41.868077,-87.666901,3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-09-05,0.0333333333333,0.0625,0.0625,41.729669,-87.582699,2,0,0.112266112266,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-06-21,0.0631808278867,0.0448717948718,0.0408163265306,41.921965,-87.632085,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-06,0.037037037037,0.0294117647059,0.0294117647059,41.94016,-87.794896,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-10-04,0.0631808278867,0.1,0.1,41.688324,-87.676709,2,0,0.00913242009132,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-07-19,0.0526315789474,0.0708661417323,0.0708661417323,42.008314,-87.777921,50,1,0.0334728033473,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-09-06,0.0302114803625,0.0194174757282,0.0194174757282,41.868142,-87.696269,13,0,0.112266112266,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-07-06,0.0103626943005,0.0,0.0,41.891118,-87.654491,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-06-07,0.06683640993,0.0763358778626,0.0763358778626,41.957799,-87.930995,22,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-06-19,0.0388349514563,0.0,0.0,41.960616,-87.777189,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-08-25,0.0294117647059,0.00840336134454,0.00840336134454,41.678618,-87.559308,1,0,0.121359223301,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2007-10-04,0.0631808278867,0.1,0.1,41.688324,-87.676709,13,0,0.00913242009132,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-07-24,0.0470588235294,0.0470588235294,0.0470588235294,41.932094,-87.700117,6,0,0.0267131242741,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08-01,0.11214953271,0.11214953271,0.11214953271,41.964242,-87.757639,1,0,0.0444258172674,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-06-30,0.0290909090909,0.0289855072464,0.0277777777778,41.720848,-87.666014,27,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-07-25,0.0909090909091,0.113924050633,0.113924050633,41.973845,-87.805059,50,0,0.0267131242741,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-15,0.0535714285714,0.0,0.0,41.94983,-87.698457,15,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-06-27,0.0909090909091,0.113924050633,0.113924050633,41.973845,-87.805059,6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-08-07,0.06683640993,0.0333333333333,0.0333333333333,41.773215,-87.60088,4,0,0.0444258172674,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-19,0.06683640993,0.0512820512821,0.0526315789474,41.726465,-87.585413,2,0,0.0334728033473,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-07-11,0.06683640993,0.0333333333333,0.0333333333333,41.773215,-87.60088,2,0,0.0083932853717,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-01,0.0776699029126,0.056338028169,0.056338028169,41.728495,-87.600963,4,0,0.0444258172674,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-07-15,0.0,0.0,0.0,42.01743,-87.687769,1,0,0.0083932853717,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-09-12,0.0631808278867,0.0448717948718,0.0408163265306,41.921965,-87.632085,46,0,0.0759493670886,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-07-24,0.0909090909091,0.113924050633,0.113924050633,41.973845,-87.805059,5,0,0.0267131242741,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-09-04,0.0379746835443,0.0,0.0,41.907645,-87.760886,2,0,0.112266112266,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-06-05,0.023178807947,0.0215827338129,0.0215827338129,41.680946,-87.535198,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-09-16,0.0592885375494,0.0681818181818,0.0681818181818,41.798697,-87.736812,36,1,0.0290322580645,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-01,0.0909090909091,0.047619047619,0.044776119403,41.763733,-87.742302,3,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-06-14,0.06683640993,0.0512820512821,0.0526315789474,41.726465,-87.585413,13,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-07-17,0.09375,0.103260869565,0.09375,41.95469,-87.800991,3,0,0.0334728033473,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-07-06,0.0302114803625,0.0333333333333,0.0441176470588,41.868077,-87.666901,8,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-07-06,0.0302114803625,0.0333333333333,0.0441176470588,41.868077,-87.666901,7,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-08,0.0571428571429,0.051724137931,0.0571428571429,41.77166,-87.703047,50,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-01,0.0631808278867,0.1,0.1,41.688324,-87.676709,50,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-07-29,0.0422535211268,0.0422535211268,0.0422535211268,41.793818,-87.654234,1,0,0.0267131242741,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-06-21,0.0539215686275,0.0736842105263,0.0736842105263,41.923738,-87.785288,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-07-11,0.0625,0.05,0.0625,41.725517,-87.614258,1,0,0.0083932853717,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-09-12,0.0535714285714,0.036231884058,0.036231884058,41.801498,-87.763416,20,0,0.0759493670886,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-09-19,0.06683640993,0.0630630630631,0.0630630630631,41.89923,-87.716788,7,0,0.0290322580645,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-08-07,0.0535714285714,0.036231884058,0.036231884058,41.801498,-87.763416,5,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-17,0.0119047619048,0.0,0.0,41.857402,-87.694991,2,0,0.0334728033473,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-07-29,0.0592592592593,0.0487804878049,0.0487804878049,41.662014,-87.724608,2,0,0.0267131242741,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-06-12,0.0302114803625,0.0333333333333,0.0441176470588,41.868077,-87.666901,26,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-09-12,0.0592885375494,0.0681818181818,0.0681818181818,41.798697,-87.736812,9,1,0.0759493670886,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-27,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,9,0,0.0267131242741,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-06-26,0.0592592592593,0.0487804878049,0.0487804878049,41.662014,-87.724608,25,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-19,0.0103626943005,0.0,0.0,41.891118,-87.654491,1,0,0.0334728033473,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08-02,0.0294117647059,0.00840336134454,0.00840336134454,41.678618,-87.559308,10,0,0.0444258172674,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-07-17,0.0103626943005,0.0240963855422,0.0240963855422,41.846075,-87.716277,3,0,0.0334728033473,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-07-11,0.0535714285714,0.036231884058,0.036231884058,41.801498,-87.763416,1,0,0.0083932853717,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-08-29,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,22,1,0.121359223301,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-08,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,50,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-22,0.0631808278867,0.0448717948718,0.0408163265306,41.921965,-87.632085,4,0,0.15889212828,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-06-15,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,14,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-09-23,0.0302114803625,0.0333333333333,0.0441176470588,41.868077,-87.666901,1,0,0.0290322580645,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-09-23,0.0434782608696,0.093023255814,0.093023255814,42.009876,-87.807277,1,0,0.0290322580645,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-19,0.0290909090909,0.0289855072464,0.0277777777778,41.720848,-87.666014,16,0,0.0334728033473,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-08,0.0535714285714,0.0813953488372,0.0813953488372,41.803423,-87.642984,18,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-02,0.06683640993,0.0512820512821,0.0526315789474,41.726465,-87.585413,3,0,0.0444258172674,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-08-25,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,3,0,0.121359223301,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-09-25,0.0561797752809,0.0561797752809,0.0561797752809,41.906638,-87.701431,23,0,0.0166270783848,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-09-19,0.0625,0.0761904761905,0.0761904761905,41.659112,-87.538693,2,0,0.0290322580645,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08-08,0.06683640993,0.0512820512821,0.0526315789474,41.726465,-87.585413,50,0,0.10788863109,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,0.0434782608696,0.0138888888889,0.0138888888889,41.766202,-87.562889,5,0,0.0444258172674,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-07-10,0.11214953271,0.11214953271,0.11214953271,41.964242,-87.757639,2,0,0.0083932853717,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2013-07-12,0.0776699029126,0.056338028169,0.056338028169,41.728495,-87.600963,48,0,0.0083932853717,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-09-06,0.11214953271,0.11214953271,0.11214953271,41.964242,-87.757639,35,1,0.112266112266,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-09-25,0.0290909090909,0.0,0.0,41.947227,-87.671457,1,0,0.0166270783848,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-07-25,0.0776699029126,0.056338028169,0.056338028169,41.728495,-87.600963,5,0,0.0267131242741,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08-15,0.08,0.062893081761,0.0731707317073,41.984809,-87.728492,1,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-06-21,0.0631808278867,0.0448717948718,0.0408163265306,41.921965,-87.632085,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-06-14,0.0434782608696,0.093023255814,0.093023255814,42.009876,-87.807277,17,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-06-02,0.0892857142857,0.0892857142857,0.0892857142857,42.011601,-87.811506,8,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-08-08,0.0592592592593,0.12962962963,0.12962962963,41.776428,-87.627096,13,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-09-12,0.0535714285714,0.0813953488372,0.0813953488372,41.803423,-87.642984,3,0,0.0759493670886,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-10-04,0.08,0.0761904761905,0.0761904761905,41.986921,-87.689778,6,0,0.00913242009132,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-10-04,0.100917431193,0.0625,0.0625,41.644612,-87.604498,2,0,0.00913242009132,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-06-10,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,15,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-22,0.06683640993,0.0512820512821,0.0526315789474,41.726465,-87.585413,1,0,0.15889212828,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2009-09-17,0.0103626943005,0.0,0.0,41.891118,-87.654491,4,0,0.0290322580645,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-10,0.0120481927711,0.0120481927711,0.0120481927711,41.754676,-87.612922,1,0,0.0083932853717,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08-07,0.0631808278867,0.0,0.0,41.823065,-87.678378,1,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-26,0.0539215686275,0.0425531914894,0.0425531914894,41.991429,-87.747113,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-06-10,0.0539215686275,0.0736842105263,0.0736842105263,41.923738,-87.785288,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-09-02,0.0294117647059,0.0258620689655,0.0258620689655,41.740641,-87.546587,1,0,0.112266112266,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-07-06,0.08,0.0761904761905,0.0761904761905,41.986921,-87.689778,7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-09-18,0.0631808278867,0.0545454545455,0.0860215053763,41.801179,-87.679447,1,0,0.0290322580645,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-07-11,0.06683640993,0.0763358778626,0.0763358778626,41.957799,-87.930995,14,0,0.0083932853717,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2011-08-05,0.0539215686275,0.0736842105263,0.0736842105263,41.923738,-87.785288,1,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-07-06,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-10-04,0.0,0.0,0.0,41.799282,-87.585487,1,0,0.00913242009132,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-07-24,0.0792079207921,0.0810810810811,0.0792079207921,41.992478,-87.862995,15,0,0.0267131242741,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-10-04,0.100917431193,0.0625,0.0625,41.644612,-87.604498,1,0,0.00913242009132,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-09-24,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,50,0,0.0166270783848,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-06-14,0.11214953271,0.11214953271,0.11214953271,41.964242,-87.757639,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-07-25,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,50,0,0.0267131242741,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-21,0.0892857142857,0.0892857142857,0.0892857142857,42.011601,-87.811506,4,1,0.15889212828,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-05,0.0535714285714,0.0,0.0,41.94983,-87.698457,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-09-18,0.0631808278867,0.0448717948718,0.0408163265306,41.921965,-87.632085,1,0,0.0290322580645,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-15,0.0776699029126,0.103260869565,0.166666666667,41.999129,-87.795585,1,0,0.10788863109,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-07-31,0.06683640993,0.0333333333333,0.0333333333333,41.773215,-87.60088,22,0,0.0267131242741,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-15,0.023178807947,0.0294117647059,0.0294117647059,41.948167,-87.730698,7,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-06-21,0.0434782608696,0.093023255814,0.093023255814,42.009876,-87.807277,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-08,0.0753424657534,0.0753424657534,0.0753424657534,41.704572,-87.565666,49,0,0.10788863109,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-06-29,0.0776699029126,0.103260869565,0.166666666667,41.999129,-87.795585,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-08-25,0.0792079207921,0.0810810810811,0.0792079207921,41.992478,-87.862995,3,0,0.121359223301,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-09-06,0.0277777777778,0.039603960396,0.039603960396,41.732984,-87.649642,19,0,0.112266112266,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-08-07,0.0294117647059,0.0258620689655,0.0258620689655,41.740641,-87.546587,6,0,0.0444258172674,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-15,0.11214953271,0.11214953271,0.11214953271,41.964242,-87.757639,2,0,0.10788863109,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2007-08-17,0.06683640993,0.0512820512821,0.0526315789474,41.726465,-87.585413,50,0,0.15889212828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-28,0.0753424657534,0.0753424657534,0.0753424657534,41.704572,-87.565666,50,0,0.121359223301,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2013-08-15,0.0909090909091,0.113924050633,0.113924050633,41.973845,-87.805059,2,0,0.10788863109,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-09-18,0.0379746835443,0.0,0.0,41.994469,-87.667736,1,0,0.0290322580645,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-22,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,50,0,0.15889212828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-16,0.0664136622391,0.0738396624473,0.0738396624473,41.673408,-87.599862,50,0,0.15889212828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-10-04,0.0344827586207,0.0545454545455,0.0138888888889,41.800737,-87.71188,5,0,0.00913242009132,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-08-01,0.09375,0.103260869565,0.09375,41.95469,-87.800991,39,0,0.0444258172674,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2007-08-24,0.0652173913043,0.0,0.0,41.919343,-87.694259,3,0,0.121359223301,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2009-09-17,0.0119047619048,0.0119047619048,0.0119047619048,41.878114,-87.629798,2,0,0.0290322580645,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2011-07-29,0.0302114803625,0.0246913580247,0.0246913580247,41.903002,-87.688267,5,0,0.0267131242741,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-06-24,0.037037037037,0.0493827160494,0.0493827160494,41.704336,-87.703736,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2007-05-29,0.0510204081633,0.142857142857,0.142857142857,41.974089,-87.824812,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009-09-14,0.0459770114943,0.0459770114943,0.0459770114943,41.963976,-87.69181,1,0,0.0759493670886,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2009-07-06,0.0631808278867,0.0448717948718,0.0408163265306,41.921965,-87.632085,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-08-22,0.0561797752809,0.0561797752809,0.0561797752809,41.906638,-87.701431,1,0,0.15889212828,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,0.0539215686275,0.0425531914894,0.0425531914894,41.991429,-87.747113,3,0,0.0444258172674,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2011-08-19,0.06683640993,0.0915697674419,0.0915697674419,41.974689,-87.890615,2,0,0.15889212828,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2013-06-21,0.11214953271,0.11214953271,0.11214953271,41.964242,-87.757639,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
